scenario,seed,persona,policy,theta,phase7,phase6,abs_diff
sustained_bull,23,ENTJ,band_hi,0.2,0.19971554833527888,0.1997155483352788,8.326672684688674e-17
sustained_bull,23,ENTJ,band_lo,0.03,0.05862068965517242,0.0586206896551724,2.0816681711721685e-17
sustained_bull,23,ENTJ,band_lo,0.05,0.04705882352941177,0.0470588235294117,6.938893903907228e-17
sustained_bull,23,ENTJ,band_lo,0.08,0.04,0.04,0.0
sustained_bull,23,ENTJ,band_lo,0.12,0.011428571428571429,0.0114285714285714,2.7755575615628914e-17
sustained_bull,23,ENTJ,band_lo,0.2,0.0,0.0,0.0
sustained_bull,23,ENTJ,constant_mix,0.03,0.09828929957733776,0.0982892995773377,5.551115123125783e-17
sustained_bull,23,ENTJ,constant_mix,0.05,0.09818121534173073,0.0981812153417307,2.7755575615628914e-17
sustained_bull,23,ENTJ,constant_mix,0.08,0.09818751551696103,0.098187515516961,2.7755575615628914e-17
sustained_bull,23,ENTJ,constant_mix,0.12,0.09587255684337125,0.0958725568433712,4.163336342344337e-17
sustained_bull,23,ENTJ,constant_mix,0.2,0.09633839207107574,0.0963383920710757,4.163336342344337e-17
sustained_bull,23,ENTJ,mandate_conditional_oracle,0.03,0.005177346350534289,0.0051773463505342,8.933825901280557e-17
sustained_bull,23,ENTJ,mandate_conditional_oracle,0.05,0.0006335333458167163,0.0006335333458167,1.6371452804531117e-17
sustained_bull,23,ENTJ,mandate_conditional_oracle,0.08,0.0004335226056730801,0.000433522605673,8.00683304380545e-17
sustained_bull,23,ENTJ,mandate_conditional_oracle,0.12,0.00019959589128314413,0.0001995958912831,4.412702842016003e-17
sustained_bull,23,ENTJ,mandate_conditional_oracle,0.2,0.0,0.0,0.0
sustained_bull,23,ENTJ,rule_analyst,0.03,0.1312040576999418,0.1312040576999418,0.0
sustained_bull,23,ENTJ,rule_analyst,0.05,0.13315978851873825,0.1331597885187382,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_analyst,0.08,0.13620001256098047,0.1362000125609804,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_analyst,0.12,0.1536853171182369,0.1536853171182369,0.0
sustained_bull,23,ENTJ,rule_analyst,0.2,0.1147221217639615,0.1147221217639615,0.0
sustained_bull,23,ENTJ,rule_p_sma50,0.03,0.07855990949986484,0.0785599094998648,4.163336342344337e-17
sustained_bull,23,ENTJ,rule_p_sma50,0.05,0.08497192086295739,0.0849719208629573,9.71445146547012e-17
sustained_bull,23,ENTJ,rule_p_sma50,0.08,0.09682860835877385,0.0968286083587738,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_p_sma50,0.12,0.142593982009641,0.142593982009641,0.0
sustained_bull,23,ENTJ,rule_p_sma50,0.2,0.14490127035261446,0.1449012703526144,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_rsi,0.03,0.08308183665474435,0.0830818366547443,4.163336342344337e-17
sustained_bull,23,ENTJ,rule_rsi,0.05,0.08825892342410871,0.0882589234241087,1.3877787807814457e-17
sustained_bull,23,ENTJ,rule_rsi,0.08,0.10129092374406486,0.1012909237440648,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_rsi,0.12,0.15318183142943215,0.1531818314294321,5.551115123125783e-17
sustained_bull,23,ENTJ,rule_rsi,0.2,0.19971557920072167,0.1997155792007216,5.551115123125783e-17
sustained_bull,23,INTJ,L5_full_level_free,0.03,0.05394910467256014,0.0539491046725601,3.469446951953614e-17
sustained_bull,23,INTJ,L5_full_level_free,0.05,0.056108458167677906,0.0561084581676779,6.938893903907228e-18
sustained_bull,23,INTJ,L5_full_level_free,0.08,0.053164900380326126,0.0531649003803261,2.7755575615628914e-17
sustained_bull,23,INTJ,L5_full_level_free,0.12,0.047797957755520565,0.0477979577555205,6.245004513516506e-17
sustained_bull,23,INTJ,L5_full_level_free,0.2,0.004594269577076046,0.004594269577076,4.597017211338539e-17
sustained_bull,23,INTJ,L5_level_free,0.03,0.06072423525095902,0.060724235250959,2.0816681711721685e-17
sustained_bull,23,INTJ,L5_level_free,0.05,0.06381332818347643,0.0638133281834764,2.7755575615628914e-17
sustained_bull,23,INTJ,L5_level_free,0.08,0.060978749490636495,0.0609787494906364,9.71445146547012e-17
sustained_bull,23,INTJ,L5_level_free,0.12,0.0645468887134584,0.0645468887134584,0.0
sustained_bull,23,INTJ,L5_level_free,0.2,0.004594269577076022,0.004594269577076,2.2551405187698492e-17
sustained_bull,23,INTJ,always_hold,0.03,0.08782475116462181,0.0878247511646218,1.3877787807814457e-17
sustained_bull,23,INTJ,always_hold,0.05,0.08330740799054515,0.0833074079905451,4.163336342344337e-17
sustained_bull,23,INTJ,always_hold,0.08,0.08305418294941821,0.0830541829494182,1.3877787807814457e-17
sustained_bull,23,INTJ,always_hold,0.12,0.07358939514816978,0.0735893951481697,8.326672684688674e-17
sustained_bull,23,INTJ,always_hold,0.2,0.08744081673373179,0.0874408167337317,8.326672684688674e-17
sustained_bull,23,INTJ,band_hi,0.03,0.1426508926418316,0.1426508926418316,0.0
sustained_bull,23,INTJ,band_hi,0.05,0.1540497477554502,0.1540497477554502,0.0
sustained_bull,23,INTJ,band_hi,0.08,0.1617129002503365,0.1617129002503365,0.0
sustained_bull,23,INTJ,band_hi,0.12,0.18929785240025832,0.1892978524002583,2.7755575615628914e-17
sustained_bull,23,INTJ,band_hi,0.2,0.20286071402785652,0.2028607140278565,2.7755575615628914e-17
sustained_bull,23,INTJ,band_lo,0.03,0.06102555161661551,0.0610255516166155,1.3877787807814457e-17
sustained_bull,23,INTJ,band_lo,0.05,0.049858828009084956,0.0498588280090849,5.551115123125783e-17
sustained_bull,23,INTJ,band_lo,0.08,0.0427661426806538,0.0427661426806538,0.0
sustained_bull,23,INTJ,band_lo,0.12,0.014762371569659358,0.0147623715696593,5.724587470723463e-17
sustained_bull,23,INTJ,band_lo,0.2,0.004594269577075998,0.0045942695770759,9.80118763926896e-17
sustained_bull,23,INTJ,constant_mix,0.03,0.10021456066086849,0.1002145606608684,9.71445146547012e-17
sustained_bull,23,INTJ,constant_mix,0.05,0.10035115275961581,0.1003511527596158,1.3877787807814457e-17
sustained_bull,23,INTJ,constant_mix,0.08,0.10113665121920459,0.1011366512192045,9.71445146547012e-17
sustained_bull,23,INTJ,constant_mix,0.12,0.10072876190067422,0.1007287619006742,1.3877787807814457e-17
sustained_bull,23,INTJ,constant_mix,0.2,0.102991264188983,0.102991264188983,0.0
sustained_bull,23,INTJ,mandate_conditional_oracle,0.03,0.007554255235262377,0.0075542552352623,7.632783294297951e-17
sustained_bull,23,INTJ,mandate_conditional_oracle,0.05,0.0033280787166868964,0.0033280787166868,9.627715291671279e-17
sustained_bull,23,INTJ,mandate_conditional_oracle,0.08,0.0031274580510520776,0.003127458051052,7.762887554996212e-17
sustained_bull,23,INTJ,mandate_conditional_oracle,0.12,0.003081551120727826,0.0030815511207278,2.6020852139652106e-17
sustained_bull,23,INTJ,mandate_conditional_oracle,0.2,0.00459426957707603,0.004594269577076,3.0357660829594124e-17
sustained_bull,23,INTJ,rule_analyst,0.03,0.1315959844969123,0.1315959844969123,0.0
sustained_bull,23,INTJ,rule_analyst,0.05,0.13380808276955916,0.1338080827695591,5.551115123125783e-17
sustained_bull,23,INTJ,rule_analyst,0.08,0.1367778418969799,0.1367778418969799,0.0
sustained_bull,23,INTJ,rule_analyst,0.12,0.15458449991074305,0.154584499910743,5.551115123125783e-17
sustained_bull,23,INTJ,rule_analyst,0.2,0.11574670252898933,0.1157467025289893,2.7755575615628914e-17
sustained_bull,23,INTJ,rule_p_sma50,0.03,0.07931702718238064,0.0793170271823806,4.163336342344337e-17
sustained_bull,23,INTJ,rule_p_sma50,0.05,0.0860646863911482,0.0860646863911482,0.0
sustained_bull,23,INTJ,rule_p_sma50,0.08,0.09798310642226647,0.0979831064222664,6.938893903907228e-17
sustained_bull,23,INTJ,rule_p_sma50,0.12,0.14383717993111325,0.1438371799311132,5.551115123125783e-17
sustained_bull,23,INTJ,rule_p_sma50,0.2,0.14592387982743363,0.1459238798274336,2.7755575615628914e-17
sustained_bull,23,INTJ,rule_rsi,0.03,0.08412278437895632,0.0841227843789563,1.3877787807814457e-17
sustained_bull,23,INTJ,rule_rsi,0.05,0.08952758266799764,0.0895275826679976,4.163336342344337e-17
sustained_bull,23,INTJ,rule_rsi,0.08,0.10275835907069145,0.1027583590706914,4.163336342344337e-17
sustained_bull,23,INTJ,rule_rsi,0.12,0.1541468033184126,0.1541468033184126,0.0
sustained_bull,23,INTJ,rule_rsi,0.2,0.19954938728945346,0.1995493872894534,5.551115123125783e-17
sustained_bull,23,ISFJ,L5_full_level_free,0.03,0.05375693012600353,0.0537569301260035,2.7755575615628914e-17
sustained_bull,23,ISFJ,L5_full_level_free,0.05,0.05579735479875382,0.0557973547987538,2.0816681711721685e-17
sustained_bull,23,ISFJ,L5_full_level_free,0.08,0.05262368614376133,0.0526236861437613,3.469446951953614e-17
sustained_bull,23,ISFJ,L5_full_level_free,0.12,0.0476815480941807,0.0476815480941807,0.0
sustained_bull,23,ISFJ,L5_full_level_free,0.2,0.004001418045379631,0.0040014180453796,3.122502256758253e-17
sustained_bull,23,ISFJ,L5_level_free,0.03,0.06064986790945985,0.0606498679094598,4.85722573273506e-17
sustained_bull,23,ISFJ,L5_level_free,0.05,0.0637901820549387,0.0637901820549387,0.0
sustained_bull,23,ISFJ,L5_level_free,0.08,0.060953102142651726,0.0609531021426517,2.7755575615628914e-17
sustained_bull,23,ISFJ,L5_level_free,0.12,0.06385803145912916,0.0638580314591291,5.551115123125783e-17
sustained_bull,23,ISFJ,L5_level_free,0.2,0.004001418045379631,0.0040014180453796,3.122502256758253e-17
sustained_bull,23,ISFJ,always_hold,0.03,0.09111969840635634,0.0911196984063563,4.163336342344337e-17
sustained_bull,23,ISFJ,always_hold,0.05,0.08817749848176563,0.0881774984817656,2.7755575615628914e-17
sustained_bull,23,ISFJ,always_hold,0.08,0.0882044839505768,0.0882044839505768,0.0
sustained_bull,23,ISFJ,always_hold,0.12,0.08211825418386876,0.0821182541838687,5.551115123125783e-17
sustained_bull,23,ISFJ,always_hold,0.2,0.09182500325446427,0.0918250032544642,6.938893903907228e-17
sustained_bull,23,ISFJ,band_hi,0.03,0.1412767897095814,0.1412767897095814,0.0
sustained_bull,23,ISFJ,band_hi,0.05,0.1526362792730239,0.1526362792730239,0.0
sustained_bull,23,ISFJ,band_hi,0.08,0.16014529784513473,0.1601452978451347,2.7755575615628914e-17
sustained_bull,23,ISFJ,band_hi,0.12,0.18805043468457655,0.1880504346845765,5.551115123125783e-17
sustained_bull,23,ISFJ,band_hi,0.2,0.20568217258455718,0.2056821725845571,8.326672684688674e-17
sustained_bull,23,ISFJ,band_lo,0.03,0.06094512822607888,0.0609451282260788,7.632783294297951e-17
sustained_bull,23,ISFJ,band_lo,0.05,0.04957560259236444,0.0495756025923644,4.163336342344337e-17
sustained_bull,23,ISFJ,band_lo,0.08,0.04256569545785748,0.0425656954578574,8.326672684688674e-17
sustained_bull,23,ISFJ,band_lo,0.12,0.014731112207754946,0.0147311122077549,4.683753385137379e-17
sustained_bull,23,ISFJ,band_lo,0.2,0.004001418045379679,0.0040014180453796,7.892991815694472e-17
sustained_bull,23,ISFJ,constant_mix,0.03,0.10010221437428775,0.1001022143742877,4.163336342344337e-17
sustained_bull,23,ISFJ,constant_mix,0.05,0.10017630518139195,0.1001763051813919,5.551115123125783e-17
sustained_bull,23,ISFJ,constant_mix,0.08,0.10065090436887844,0.1006509043688784,4.163336342344337e-17
sustained_bull,23,ISFJ,constant_mix,0.12,0.09950044696605101,0.099500446966051,1.3877787807814457e-17
sustained_bull,23,ISFJ,constant_mix,0.2,0.10533995744939033,0.1053399574493903,2.7755575615628914e-17
sustained_bull,23,ISFJ,mandate_conditional_oracle,0.03,0.007785589387558513,0.0077855893875585,1.3010426069826053e-17
sustained_bull,23,ISFJ,mandate_conditional_oracle,0.05,0.0035912436483624345,0.0035912436483624,3.469446951953614e-17
sustained_bull,23,ISFJ,mandate_conditional_oracle,0.08,0.003647917925182531,0.0036479179251825,3.0791341698588326e-17
sustained_bull,23,ISFJ,mandate_conditional_oracle,0.12,0.0033186357296043577,0.0033186357296043,5.767955557622884e-17
sustained_bull,23,ISFJ,mandate_conditional_oracle,0.2,0.004001418045379647,0.0040014180453796,4.683753385137379e-17
sustained_bull,23,ISFJ,rule_analyst,0.03,0.13092995947350075,0.1309299594735007,5.551115123125783e-17
sustained_bull,23,ISFJ,rule_analyst,0.05,0.13326088191532698,0.1332608819153269,8.326672684688674e-17
sustained_bull,23,ISFJ,rule_analyst,0.08,0.13648915644047624,0.1364891564404762,2.7755575615628914e-17
sustained_bull,23,ISFJ,rule_analyst,0.12,0.1538444741270916,0.1538444741270916,0.0
sustained_bull,23,ISFJ,rule_analyst,0.2,0.11356466156008449,0.1135646615600844,8.326672684688674e-17
sustained_bull,23,ISFJ,rule_p_sma50,0.03,0.0791407239118183,0.0791407239118183,0.0
sustained_bull,23,ISFJ,rule_p_sma50,0.05,0.08589720246671918,0.0858972024667191,8.326672684688674e-17
sustained_bull,23,ISFJ,rule_p_sma50,0.08,0.09774804736923169,0.0977480473692316,9.71445146547012e-17
sustained_bull,23,ISFJ,rule_p_sma50,0.12,0.14375413390198089,0.1437541339019808,8.326672684688674e-17
sustained_bull,23,ISFJ,rule_p_sma50,0.2,0.14782253413858523,0.1478225341385852,2.7755575615628914e-17
sustained_bull,23,ISFJ,rule_rsi,0.03,0.08458487806898475,0.0845848780689847,5.551115123125783e-17
sustained_bull,23,ISFJ,rule_rsi,0.05,0.08990063856405774,0.0899006385640577,4.163336342344337e-17
sustained_bull,23,ISFJ,rule_rsi,0.08,0.1029400145597418,0.1029400145597418,0.0
sustained_bull,23,ISFJ,rule_rsi,0.12,0.1555023676852321,0.1555023676852321,0.0
sustained_bull,23,ISFJ,rule_rsi,0.2,0.20567274355061865,0.2056727435506186,5.551115123125783e-17
sustained_bull,24,ENTJ,L5_full_level_free,0.03,0.03818729531206123,0.0381872953120612,2.7755575615628914e-17
sustained_bull,24,ENTJ,L5_full_level_free,0.05,0.008515700374340962,0.0085157003743409,6.245004513516506e-17
sustained_bull,24,ENTJ,L5_full_level_free,0.08,0.002728903971625918,0.0027289039716259,1.8214596497756474e-17
sustained_bull,24,ENTJ,L5_full_level_free,0.12,4.419830731877683e-06,4.419830731877683e-06,0.0
sustained_bull,24,ENTJ,L5_level_free,0.03,0.026504043787967797,0.0265040437879677,9.71445146547012e-17
sustained_bull,24,ENTJ,L5_level_free,0.05,0.00706491948611512,0.0070649194861151,1.9949319973733282e-17
sustained_bull,24,ENTJ,L5_level_free,0.08,0.002728901083185461,0.0027289010831854,6.071532165918825e-17
sustained_bull,24,ENTJ,L5_level_free,0.12,4.434080234927418e-06,4.434080234927418e-06,0.0
sustained_bull,24,ENTJ,always_hold,0.03,0.11652675338510093,0.1165267533851009,2.7755575615628914e-17
sustained_bull,24,ENTJ,always_hold,0.05,0.12181165318468162,0.1218116531846816,2.7755575615628914e-17
sustained_bull,24,ENTJ,always_hold,0.08,0.12406639871916265,0.1240663987191626,5.551115123125783e-17
sustained_bull,24,ENTJ,always_hold,0.12,0.1254797297763956,0.1254797297763956,0.0
sustained_bull,24,ENTJ,band_hi,0.03,0.05024295765033172,0.0502429576503317,1.3877787807814457e-17
sustained_bull,24,ENTJ,band_hi,0.05,0.011134400817002408,0.0111344008170024,6.938893903907228e-18
sustained_bull,24,ENTJ,band_hi,0.08,0.0027289039792212644,0.0027289039792212,6.418476861114186e-17
sustained_bull,24,ENTJ,band_hi,0.12,4.419793261933869e-06,4.419793261933869e-06,0.0
sustained_bull,24,ENTJ,band_lo,0.03,0.15257731958762882,0.1525773195876288,2.7755575615628914e-17
sustained_bull,24,ENTJ,band_lo,0.05,0.19166666666666665,0.1916666666666666,5.551115123125783e-17
sustained_bull,24,ENTJ,band_lo,0.08,0.19999999999999996,0.1999999999999999,5.551115123125783e-17
sustained_bull,24,ENTJ,band_lo,0.12,0.2,0.2,0.0
sustained_bull,24,ENTJ,constant_mix,0.03,0.10227663214090636,0.1022766321409063,5.551115123125783e-17
sustained_bull,24,ENTJ,constant_mix,0.05,0.10283760428760694,0.1028376042876069,4.163336342344337e-17
sustained_bull,24,ENTJ,constant_mix,0.08,0.10443398570694795,0.1044339857069479,5.551115123125783e-17
sustained_bull,24,ENTJ,constant_mix,0.12,0.10617366738455723,0.1061736673845572,2.7755575615628914e-17
sustained_bull,24,ENTJ,mandate_conditional_oracle,0.03,0.004299858463763423,0.0042998584637634,2.2551405187698492e-17
sustained_bull,24,ENTJ,mandate_conditional_oracle,0.05,0.0026925693486377794,0.0026925693486377,7.936359902593892e-17
sustained_bull,24,ENTJ,mandate_conditional_oracle,0.08,0.0027288983323682996,0.0027288983323682,9.974659986866641e-17
sustained_bull,24,ENTJ,mandate_conditional_oracle,0.12,4.4476508029578365e-06,4.4476508029578365e-06,0.0
sustained_bull,24,ENTJ,rule_analyst,0.03,0.041149716802975786,0.0411497168029757,8.326672684688674e-17
sustained_bull,24,ENTJ,rule_analyst,0.05,0.005461743611330551,0.0054617436113305,5.117434254131581e-17
sustained_bull,24,ENTJ,rule_analyst,0.08,0.002728904140933014,0.002728904140933,1.3877787807814457e-17
sustained_bull,24,ENTJ,rule_analyst,0.12,4.418995491556332e-06,4.418995491556332e-06,0.0
sustained_bull,24,ENTJ,rule_p_sma50,0.03,0.08201503776195962,0.0820150377619596,1.3877787807814457e-17
sustained_bull,24,ENTJ,rule_p_sma50,0.05,0.07127844474216251,0.0712784447421625,1.3877787807814457e-17
sustained_bull,24,ENTJ,rule_p_sma50,0.08,0.038145125318421944,0.0381451253184219,4.163336342344337e-17
sustained_bull,24,ENTJ,rule_p_sma50,0.12,7.991562316594925e-06,7.991562316594925e-06,0.0
sustained_bull,24,ENTJ,rule_rsi,0.03,0.08413513593814158,0.0841351359381415,8.326672684688674e-17
sustained_bull,24,ENTJ,rule_rsi,0.05,0.07396799459266928,0.0739679945926692,8.326672684688674e-17
sustained_bull,24,ENTJ,rule_rsi,0.08,0.038145125355981524,0.0381451253559815,2.0816681711721685e-17
sustained_bull,24,ENTJ,rule_rsi,0.12,7.991377024590962e-06,7.991377024590962e-06,0.0
sustained_bull,24,INTJ,L5_full_level_free,0.03,0.03779330494151142,0.0377933049415114,1.3877787807814457e-17
sustained_bull,24,INTJ,L5_full_level_free,0.05,0.008818505615494514,0.0088185056154945,1.3877787807814457e-17
sustained_bull,24,INTJ,L5_full_level_free,0.08,0.00318291820853837,0.0031829182085383,6.982261990806649e-17
sustained_bull,24,INTJ,L5_full_level_free,0.12,3.407387072051904e-06,3.407387072051904e-06,0.0
sustained_bull,24,INTJ,L5_level_free,0.03,0.02649296322441121,0.0264929632244112,1.0408340855860843e-17
sustained_bull,24,INTJ,L5_level_free,0.05,0.00742939049607464,0.0074293904960746,3.9898639947466563e-17
sustained_bull,24,INTJ,L5_level_free,0.08,0.003182917778286798,0.0031829177782867,9.80118763926896e-17
sustained_bull,24,INTJ,L5_level_free,0.12,3.4117046304737997e-06,3.4117046304738e-06,4.235164736271502e-22
sustained_bull,24,INTJ,always_hold,0.03,0.1511066878203675,0.1511066878203675,0.0
sustained_bull,24,INTJ,always_hold,0.05,0.16750935788609964,0.1675093578860996,2.7755575615628914e-17
sustained_bull,24,INTJ,always_hold,0.08,0.17495725316269295,0.1749572531626929,5.551115123125783e-17
sustained_bull,24,INTJ,always_hold,0.12,0.17981560516332556,0.1798156051633255,5.551115123125783e-17
sustained_bull,24,INTJ,band_hi,0.03,0.050606594703600405,0.0506065947036004,6.938893903907228e-18
sustained_bull,24,INTJ,band_hi,0.05,0.011676948855603683,0.0116769488556036,8.326672684688674e-17
sustained_bull,24,INTJ,band_hi,0.08,0.0031829181847931797,0.0031829181847931,7.979727989493313e-17
sustained_bull,24,INTJ,band_hi,0.12,3.4076253541126533e-06,3.4076253541126533e-06,0.0
sustained_bull,24,INTJ,band_lo,0.03,0.15317233083876022,0.1531723308387602,2.7755575615628914e-17
sustained_bull,24,INTJ,band_lo,0.05,0.19189086634576158,0.1918908663457615,8.326672684688674e-17
sustained_bull,24,INTJ,band_lo,0.08,0.1999521470087949,0.1999521470087949,0.0
sustained_bull,24,INTJ,band_lo,0.12,0.20000504044728545,0.2000050404472854,5.551115123125783e-17
sustained_bull,24,INTJ,constant_mix,0.03,0.10001900774848921,0.1000190077484892,1.3877787807814457e-17
sustained_bull,24,INTJ,constant_mix,0.05,0.09999583555300144,0.0999958355530014,4.163336342344337e-17
sustained_bull,24,INTJ,constant_mix,0.08,0.09973307725452324,0.0997330772545232,4.163336342344337e-17
sustained_bull,24,INTJ,constant_mix,0.12,0.10000440598833304,0.100004405988333,4.163336342344337e-17
sustained_bull,24,INTJ,mandate_conditional_oracle,0.03,0.005568566751400894,0.0055685667514008,9.454242944073599e-17
sustained_bull,24,INTJ,mandate_conditional_oracle,0.05,0.003284248898027719,0.0032842488980277,1.9081958235744878e-17
sustained_bull,24,INTJ,mandate_conditional_oracle,0.08,0.0031829173784667275,0.0031829173784667,2.7321894746634712e-17
sustained_bull,24,INTJ,mandate_conditional_oracle,0.12,3.4157168096182744e-06,3.4157168096182744e-06,0.0
sustained_bull,24,INTJ,rule_analyst,0.03,0.04229720355917557,0.0422972035591755,6.938893903907228e-17
sustained_bull,24,INTJ,rule_analyst,0.05,0.006060280094831091,0.006060280094831,9.107298248878237e-17
sustained_bull,24,INTJ,rule_analyst,0.08,0.003182918184793184,0.0031829181847931,8.413408858487514e-17
sustained_bull,24,INTJ,rule_analyst,0.12,3.4076253542236756e-06,3.407625354223676e-06,4.235164736271502e-22
sustained_bull,24,INTJ,rule_p_sma50,0.03,0.0825301007875329,0.0825301007875329,0.0
sustained_bull,24,INTJ,rule_p_sma50,0.05,0.07142029706371848,0.0714202970637184,8.326672684688674e-17
sustained_bull,24,INTJ,rule_p_sma50,0.08,0.03894629148237763,0.0389462914823776,3.469446951953614e-17
sustained_bull,24,INTJ,rule_p_sma50,0.12,3.407625326024011e-06,3.407625326024011e-06,0.0
sustained_bull,24,INTJ,rule_rsi,0.03,0.08464846553181268,0.0846484655318126,8.326672684688674e-17
sustained_bull,24,INTJ,rule_rsi,0.05,0.07435703947316138,0.0743570394731613,8.326672684688674e-17
sustained_bull,24,INTJ,rule_rsi,0.08,0.038582801367519105,0.0385828013675191,6.938893903907228e-18
sustained_bull,24,INTJ,rule_rsi,0.12,3.4076253541126533e-06,3.4076253541126533e-06,0.0
sustained_bull,24,ISFJ,L5_full_level_free,0.03,0.03878897817704388,0.0387889781770438,8.326672684688674e-17
sustained_bull,24,ISFJ,L5_full_level_free,0.05,0.009796770453412472,0.0097967704534124,7.28583859910259e-17
sustained_bull,24,ISFJ,L5_full_level_free,0.08,0.005106432385440185,0.0051064323854401,8.500145032286355e-17
sustained_bull,24,ISFJ,L5_full_level_free,0.12,0.0065272729939021,0.0065272729939021,0.0
sustained_bull,24,ISFJ,L5_level_free,0.03,0.0278097732049343,0.0278097732049343,0.0
sustained_bull,24,ISFJ,L5_level_free,0.05,0.008456918336242058,0.008456918336242,5.724587470723463e-17
sustained_bull,24,ISFJ,L5_level_free,0.08,0.005111007992814287,0.0051110079928142,8.760353553682876e-17
sustained_bull,24,ISFJ,L5_level_free,0.12,0.006532999205684065,0.006532999205684,6.505213034913027e-17
sustained_bull,24,ISFJ,always_hold,0.03,0.1357702672390491,0.1357702672390491,0.0
sustained_bull,24,ISFJ,always_hold,0.05,0.14728057436074676,0.1472805743607467,5.551115123125783e-17
sustained_bull,24,ISFJ,always_hold,0.08,0.15278355254629328,0.1527835525462932,8.326672684688674e-17
sustained_bull,24,ISFJ,always_hold,0.12,0.15649279527524207,0.156492795275242,5.551115123125783e-17
sustained_bull,24,ISFJ,band_hi,0.03,0.051410430116618035,0.051410430116618,3.469446951953614e-17
sustained_bull,24,ISFJ,band_hi,0.05,0.012700738053827175,0.0127007380538271,7.45931094670027e-17
sustained_bull,24,ISFJ,band_hi,0.08,0.00510652912210902,0.005106529122109,1.9949319973733282e-17
sustained_bull,24,ISFJ,band_hi,0.12,0.006527394056443869,0.0065273940564438,6.938893903907228e-17
sustained_bull,24,ISFJ,band_lo,0.03,0.15239893511087577,0.1523989351108757,5.551115123125783e-17
sustained_bull,24,ISFJ,band_lo,0.05,0.1909564457070751,0.1909564457070751,0.0
sustained_bull,24,ISFJ,band_lo,0.08,0.1996288751686405,0.1996288751686405,0.0
sustained_bull,24,ISFJ,band_lo,0.12,0.2000022521080418,0.2000022521080418,0.0
sustained_bull,24,ISFJ,constant_mix,0.03,0.10010393593127023,0.1001039359312702,2.7755575615628914e-17
sustained_bull,24,ISFJ,constant_mix,0.05,0.09961791406374115,0.0996179140637411,5.551115123125783e-17
sustained_bull,24,ISFJ,constant_mix,0.08,0.0997707640839009,0.0997707640839009,0.0
sustained_bull,24,ISFJ,constant_mix,0.12,0.10000115215491545,0.1000011521549154,5.551115123125783e-17
sustained_bull,24,ISFJ,mandate_conditional_oracle,0.03,0.0062795232469510485,0.006279523246951,4.85722573273506e-17
sustained_bull,24,ISFJ,mandate_conditional_oracle,0.05,0.004286431589184221,0.0042864315891842,2.0816681711721685e-17
sustained_bull,24,ISFJ,mandate_conditional_oracle,0.08,0.005115160156438736,0.0051151601564387,3.5561831257524545e-17
sustained_bull,24,ISFJ,mandate_conditional_oracle,0.12,0.006538195492401755,0.0065381954924017,5.4643789493269423e-17
sustained_bull,24,ISFJ,rule_analyst,0.03,0.04073972017928386,0.0407397201792838,5.551115123125783e-17
sustained_bull,24,ISFJ,rule_analyst,0.05,0.005576171601083691,0.0055761716010836,9.107298248878237e-17
sustained_bull,24,ISFJ,rule_analyst,0.08,0.00234152998587543,0.0023415299858754,2.992397996059992e-17
sustained_bull,24,ISFJ,rule_analyst,0.12,7.372911642322677e-07,7.372911642322677e-07,0.0
sustained_bull,24,ISFJ,rule_p_sma50,0.03,0.08362406859639163,0.0836240685963916,2.7755575615628914e-17
sustained_bull,24,ISFJ,rule_p_sma50,0.05,0.07289969065370812,0.0728996906537081,1.3877787807814457e-17
sustained_bull,24,ISFJ,rule_p_sma50,0.08,0.04100424469040053,0.0410042446904005,2.7755575615628914e-17
sustained_bull,24,ISFJ,rule_p_sma50,0.12,0.006527265326717768,0.0065272653267177,6.852157730108388e-17
sustained_bull,24,ISFJ,rule_rsi,0.03,0.08338852454017846,0.0833885245401784,6.938893903907228e-17
sustained_bull,24,ISFJ,rule_rsi,0.05,0.07345450043090586,0.0734545004309058,5.551115123125783e-17
sustained_bull,24,ISFJ,rule_rsi,0.08,0.03708227052978232,0.0370822705297823,2.0816681711721685e-17
sustained_bull,24,ISFJ,rule_rsi,0.12,7.372911943193117e-07,7.372911943193117e-07,0.0
sustained_bull,25,ENTJ,L5_full_level_free,0.03,0.13644059091747796,0.1364405909174779,5.551115123125783e-17
sustained_bull,25,ENTJ,L5_full_level_free,0.05,0.148724397452515,0.148724397452515,0.0
sustained_bull,25,ENTJ,L5_full_level_free,0.08,0.09133490012773621,0.0913349001277362,1.3877787807814457e-17
sustained_bull,25,ENTJ,L5_full_level_free,0.12,0.0,0.0,0.0
sustained_bull,25,ENTJ,L5_level_free,0.03,0.1252892189946469,0.1252892189946469,0.0
sustained_bull,25,ENTJ,L5_level_free,0.05,0.14034431437054246,0.1403443143705424,5.551115123125783e-17
sustained_bull,25,ENTJ,L5_level_free,0.08,0.16350658290084977,0.1635065829008497,5.551115123125783e-17
sustained_bull,25,ENTJ,L5_level_free,0.12,0.19969793203228217,0.1996979320322821,8.326672684688674e-17
